shipment_id,order_id,order_date,customer_name,customer_type,country,region_name,shipment_date,expected_delivery_date,actual_delivery_date,shipment_status,delivery_performance,days_vs_expected,order_value
"1937","2052","2025-12-06","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-12-08","2025-12-19","2025-12-18","Delivered","On-Time / Early","-1","760247.69"
"1958","2073","2025-05-10","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-05-14","2025-05-25","2025-05-30","Delivered","Late","5","824871.16"
"1978","2094","2025-10-16","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-10-24","2025-11-03","2025-11-02","Delivered","On-Time / Early","-1","142407.80"
"2007","2124","2026-08-06","Brazil Aero Services","MRO Provider","Brazil","Latin America","2026-08-13","2026-08-21","2026-08-23","Delivered","Late","2","710759.15"
"2023","2142","2025-10-13","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-10-20","2025-10-30","2025-10-29","Delivered","On-Time / Early","-1","132653.30"
"2028","2147","2025-02-18","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-02-23","2025-03-06","2025-03-08","Delivered","Late","2","882905.82"
"2086","2208","2025-07-13","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-07-20","2025-08-01","2025-08-03","Delivered","Late","2","1065674.53"
"2108","2230","2025-12-31","Brazil Aero Services","MRO Provider","Brazil","Latin America","2026-01-02","2026-01-13","2026-01-11","Delivered","On-Time / Early","-2","892057.07"
"2113","2236","2026-01-04","Brazil Aero Services","MRO Provider","Brazil","Latin America","2026-01-11","2026-01-18","2026-01-16","Delivered","On-Time / Early","-2","805653.88"
"2123","2249","2025-12-07","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-12-17","2025-12-28","2026-01-03","Delivered","Late","6","411112.89"
"2132","2259","2026-07-06","Brazil Aero Services","MRO Provider","Brazil","Latin America","2026-07-08","2026-07-22","2026-07-20","Delivered","On-Time / Early","-2","608832.91"
"2133","2260","2025-10-31","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-11-04","2025-11-12","2025-11-10","Delivered","On-Time / Early","-2","337635.76"
"2137","2264","2026-10-09","Brazil Aero Services","MRO Provider","Brazil","Latin America","2026-10-12","2026-10-25","2026-10-23","Delivered","On-Time / Early","-2","726745.83"
"2139","2266","2025-08-04","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-08-06","2025-08-13","2025-08-13","Delivered","On-Time / Early","0","465948.82"
"2166","2294","2026-07-24","Brazil Aero Services","MRO Provider","Brazil","Latin America","2026-07-28","2026-08-04","2026-08-04","Delivered","On-Time / Early","0","643598.44"
"2192","2320","2025-05-30","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-06-09","2025-06-18","2025-06-17","Delivered","On-Time / Early","-1","148597.20"
"2213","2341","2026-11-25","Brazil Aero Services","MRO Provider","Brazil","Latin America","2026-12-01","2026-12-12","2026-12-11","Delivered","On-Time / Early","-1","803051.30"
"2220","2349","2026-07-07","Brazil Aero Services","MRO Provider","Brazil","Latin America","2026-07-12","2026-07-24","2026-07-22","Delivered","On-Time / Early","-2","426212.92"
"2224","2353","2026-09-25","Brazil Aero Services","MRO Provider","Brazil","Latin America","2026-10-02","2026-10-14","2026-10-12","Delivered","On-Time / Early","-2","794584.12"
"2245","2375","2025-04-28","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-05-07","2025-05-14","2025-05-21","Delivered","Late","7","1284899.53"
"2278","2409","2025-01-10","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-01-16","2025-01-26","2025-01-28","Delivered","Late","2","663707.93"
"2285","2417","2026-12-24","Brazil Aero Services","MRO Provider","Brazil","Latin America","2026-12-27","2027-01-06",\N,"In Transit","Not Delivered",\N,"337031.75"
"2301","2434","2025-04-23","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-04-27","2025-05-06","2025-05-04","Delivered","On-Time / Early","-2","411826.94"
"2304","2437","2025-12-13","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-12-21","2026-01-02","2026-01-02","Delivered","On-Time / Early","0","75381.44"
"2319","2452","2025-09-29","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-10-09","2025-10-19","2025-10-20","Delivered","Late","1","49460.69"
"2337","2472","2026-09-01","Brazil Aero Services","MRO Provider","Brazil","Latin America","2026-09-11","2026-09-20","2026-09-25","Delivered","Late","5","698492.41"
"2349","2485","2026-09-12","Brazil Aero Services","MRO Provider","Brazil","Latin America","2026-09-17","2026-09-26","2026-09-25","Delivered","On-Time / Early","-1","1050292.32"
"2391","2531","2025-08-05","Brazil Aero Services","MRO Provider","Brazil","Latin America","2025-08-12","2025-08-24","2025-09-01","Delivered","Late","8","706246.73"
"2402","2542","2026-05-27","Brazil Aero Services","MRO Provider","Brazil","Latin America","2026-06-05","2026-06-12","2026-06-12","Delivered","On-Time / Early","0","124557.68"
"1591","1683","2025-04-12","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-04-17","2025-04-26","2025-04-24","Delivered","On-Time / Early","-2","371714.52"
"1600","1693","2026-05-03","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-05-13","2026-05-23","2026-05-22","Delivered","On-Time / Early","-1","934025.15"
"1661","1759","2026-02-21","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-03-01","2026-03-15","2026-03-18","Delivered","Late","3","139142.85"
"1666","1764","2025-08-30","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-09-07","2025-09-20","2025-09-19","Delivered","On-Time / Early","-1","507636.96"
"1677","1777","2025-06-14","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-06-19","2025-06-30","2025-06-30","Delivered","On-Time / Early","0","636071.28"
"1680","1780","2026-02-27","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-03-02","2026-03-14","2026-03-15","Delivered","Late","1","413620.14"
"1704","1804","2026-04-07","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-04-12","2026-04-21","2026-04-20","Delivered","On-Time / Early","-1","923654.56"
"1709","1809","2026-04-28","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-05-05","2026-05-12","2026-05-10","Delivered","On-Time / Early","-2","724709.53"
"1735","1838","2026-07-15","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-07-22","2026-08-01","2026-08-04","Delivered","Late","3","1674942.93"
"1746","1849","2025-06-08","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-06-16","2025-06-26","2025-06-25","Delivered","On-Time / Early","-1","1590642.69"
"1750","1853","2025-03-20","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-03-22","2025-04-01","2025-03-30","Delivered","On-Time / Early","-2","133070.40"
"1773","1879","2026-11-26","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-11-29","2026-12-06","2026-12-09","Delivered","Late","3","848914.67"
"1780","1886","2025-12-14","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-12-20","2025-12-28","2025-12-27","Delivered","On-Time / Early","-1","260264.85"
"1795","1903","2025-07-30","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-08-08","2025-08-19","2025-08-17","Delivered","On-Time / Early","-2","593824.19"
"1804","1912","2026-02-24","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-02-27","2026-03-11","2026-03-09","Delivered","On-Time / Early","-2","723516.11"
"1806","1914","2026-06-14","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-06-17","2026-06-28","2026-06-26","Delivered","On-Time / Early","-2","807511.16"
"1811","1919","2025-11-18","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-11-27","2025-12-06","2025-12-06","Delivered","On-Time / Early","0","160751.15"
"1822","1930","2026-10-29","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-11-04","2026-11-13","2026-11-13","Delivered","On-Time / Early","0","638856.36"
"1832","1941","2026-12-07","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-12-15","2026-12-26",\N,"In Transit","Not Delivered",\N,"1038485.70"
"1844","1954","2026-04-09","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-04-15","2026-04-26","2026-04-28","Delivered","Late","2","1014838.34"
"1868","1979","2026-01-30","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-02-08","2026-02-22","2026-02-21","Delivered","On-Time / Early","-1","674317.07"
"1875","1986","2026-07-05","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-07-14","2026-07-21","2026-07-19","Delivered","On-Time / Early","-2","520559.97"
"1904","2017","2025-01-03","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-01-09","2025-01-17","2025-01-15","Delivered","On-Time / Early","-2","727814.41"
"1949","2064","2025-09-26","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-10-01","2025-10-10","2025-10-12","Delivered","Late","2","366684.63"
"1977","2093","2026-07-11","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-07-15","2026-07-25","2026-07-25","Delivered","On-Time / Early","0","1232357.74"
"1992","2109","2025-07-29","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-08-04","2025-08-16","2025-08-14","Delivered","On-Time / Early","-2","935394.93"
"1997","2114","2025-03-13","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-03-15","2025-03-27","2025-03-28","Delivered","Late","1","170057.80"
"2011","2128","2025-07-03","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-07-08","2025-07-22","2025-07-20","Delivered","On-Time / Early","-2","152974.96"
"2014","2132","2026-11-14","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-11-18","2026-12-01",\N,"In Transit","Not Delivered",\N,"1254412.56"
"2020","2139","2026-12-28","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-12-30","2027-01-09",\N,"In Transit","Not Delivered",\N,"397606.56"
"2037","2156","2026-02-09","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-02-15","2026-02-27","2026-02-25","Delivered","On-Time / Early","-2","1285186.25"
"2104","2226","2025-09-30","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-10-07","2025-10-15","2025-10-15","Delivered","On-Time / Early","0","198531.28"
"2115","2239","2026-12-18","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-12-27","2027-01-05","2027-01-05","Delivered","On-Time / Early","0","1427755.60"
"2124","2250","2026-01-22","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-01-25","2026-02-01","2026-01-31","Delivered","On-Time / Early","-1","1526519.36"
"2140","2267","2025-02-23","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-03-05","2025-03-15","2025-03-28","Delivered","Late","13","1085069.12"
"2145","2272","2026-12-15","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-12-20","2027-01-01","2026-12-31","Delivered","On-Time / Early","-1","843361.59"
"2175","2303","2026-06-16","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-06-20","2026-06-28","2026-06-28","Delivered","On-Time / Early","0","93013.56"
"2177","2305","2026-06-20","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-06-27","2026-07-09","2026-07-11","Delivered","Late","2","273663.09"
"2207","2335","2025-03-31","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-04-10","2025-04-22","2025-04-21","Delivered","On-Time / Early","-1","765144.24"
"2216","2344","2026-11-09","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-11-18","2026-11-26","2026-11-26","Delivered","On-Time / Early","0","557261.68"
"2265","2396","2026-04-02","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-04-12","2026-04-26","2026-04-27","Delivered","Late","1","587064.41"
"2270","2401","2025-05-01","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-05-06","2025-05-15","2025-05-13","Delivered","On-Time / Early","-2","338899.02"
"2271","2402","2026-06-21","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-06-30","2026-07-07","2026-07-07","Delivered","On-Time / Early","0","744360.29"
"2282","2413","2025-10-12","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-10-14","2025-10-21","2025-10-19","Delivered","On-Time / Early","-2","274813.18"
"2286","2418","2026-02-23","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-02-26","2026-03-08","2026-03-06","Delivered","On-Time / Early","-2","370368.66"
"2296","2428","2026-05-18","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-05-26","2026-06-09","2026-06-09","Delivered","On-Time / Early","0","652363.52"
"2311","2444","2025-08-20","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2025-08-28","2025-09-07","2025-09-05","Delivered","On-Time / Early","-2","1101248.99"
"2314","2447","2026-01-05","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-01-13","2026-01-25","2026-01-23","Delivered","On-Time / Early","-2","271488.55"
"2326","2459","2026-11-01","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-11-03","2026-11-13","2026-11-15","Delivered","Late","2","418314.63"
"2404","2544","2026-04-07","Latin Aviation Maintenance","MRO Provider","Mexico","Latin America","2026-04-15","2026-04-22","2026-04-22","Delivered","On-Time / Early","0","1374761.71"
"2425","2567","2026-01-19","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-01-27","2026-02-10","2026-02-15","Delivered","Late","5","3325174.92"
"2428","2570","2025-02-22","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-02-28","2025-03-12","2025-03-10","Delivered","On-Time / Early","-2","2747681.99"
"2431","2573","2026-12-29","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2027-01-02","2027-01-16",\N,"In Transit","Not Delivered",\N,"3677827.59"
"2432","2574","2026-02-06","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-02-13","2026-02-22","2026-02-22","Delivered","On-Time / Early","0","3181394.86"
"2439","2581","2025-09-09","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-09-11","2025-09-19","2025-09-18","Delivered","On-Time / Early","-1","4406407.96"
"2444","2586","2026-05-22","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-05-30","2026-06-09","2026-06-07","Delivered","On-Time / Early","-2","2432571.15"
"2445","2587","2026-05-18","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-05-28","2026-06-08","2026-06-08","Delivered","On-Time / Early","0","2392607.06"
"2453","2596","2025-08-10","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-08-18","2025-08-25","2025-08-25","Delivered","On-Time / Early","0","2095764.29"
"2462","2606","2025-10-06","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-10-09","2025-10-16","2025-10-21","Delivered","Late","5","3698310.14"
"2464","2608","2026-10-10","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-10-15","2026-10-22","2026-10-20","Delivered","On-Time / Early","-2","3344260.63"
"2471","2615","2026-08-05","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-08-13","2026-08-23","2026-08-26","Delivered","Late","3","2281251.51"
"2482","2626","2025-04-08","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-04-10","2025-04-19","2025-04-18","Delivered","On-Time / Early","-1","3805107.70"
"2484","2628","2026-07-24","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-07-28","2026-08-07","2026-08-06","Delivered","On-Time / Early","-1","1702091.72"
"2490","2634","2026-01-13","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-01-22","2026-02-02","2026-02-02","Delivered","On-Time / Early","0","1312411.14"
"2495","2639","2025-06-01","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-06-09","2025-06-18","2025-06-18","Delivered","On-Time / Early","0","3342987.86"
"2503","2648","2026-06-11","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-06-16","2026-06-30","2026-06-30","Delivered","On-Time / Early","0","3014725.48"
"2509","2654","2025-04-20","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-04-26","2025-05-09","2025-05-08","Delivered","On-Time / Early","-1","3601268.21"
"2524","2669","2025-10-22","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-10-24","2025-11-01","2025-11-05","Delivered","Late","4","5032490.85"
"2534","2680","2026-05-18","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-05-21","2026-05-28","2026-05-26","Delivered","On-Time / Early","-2","3182974.51"
"2536","2682","2025-11-05","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-11-11","2025-11-22","2025-11-22","Delivered","On-Time / Early","0","1104581.57"
"2538","2684","2026-02-25","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-02-27","2026-03-12","2026-03-10","Delivered","On-Time / Early","-2","1186446.50"
"2562","2711","2026-01-20","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-01-29","2026-02-10","2026-02-13","Delivered","Late","3","3261546.04"
"2572","2721","2025-10-04","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-10-08","2025-10-20","2025-10-19","Delivered","On-Time / Early","-1","3321180.13"
"2573","2722","2025-04-10","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-04-20","2025-05-04","2025-05-05","Delivered","Late","1","2965646.83"
"2578","2727","2025-01-07","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-01-15","2025-01-26","2025-01-24","Delivered","On-Time / Early","-2","3418956.58"
"2588","2738","2026-12-16","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-12-25","2027-01-05","2027-01-03","Delivered","On-Time / Early","-2","3975385.08"
"2596","2746","2026-11-03","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-11-08","2026-11-18","2026-11-18","Delivered","On-Time / Early","0","1779612.97"
"2600","2750","2026-06-04","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-06-07","2026-06-14","2026-06-12","Delivered","On-Time / Early","-2","3087452.24"
"2605","2756","2026-01-29","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-02-05","2026-02-18","2026-02-16","Delivered","On-Time / Early","-2","4540060.21"
"2612","2763","2026-06-26","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-07-04","2026-07-16","2026-07-17","Delivered","Late","1","5013058.46"
"2616","2767","2026-11-30","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-12-07","2026-12-21","2026-12-20","Delivered","On-Time / Early","-1","6642614.13"
"2625","2776","2025-09-05","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-09-08","2025-09-17","2025-09-17","Delivered","On-Time / Early","0","3867019.74"
"2629","2780","2026-07-15","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-07-25","2026-08-03","2026-08-01","Delivered","On-Time / Early","-2","4672806.47"
"2631","2782","2025-03-16","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-03-26","2025-04-03","2025-04-01","Delivered","On-Time / Early","-2","5373439.49"
"2645","2796","2025-09-13","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-09-16","2025-09-30","2025-10-01","Delivered","Late","1","1245327.92"
"2655","2807","2025-05-21","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-05-29","2025-06-07","2025-06-05","Delivered","On-Time / Early","-2","2848858.26"
"2658","2810","2026-10-28","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-10-30","2026-11-13","2026-11-11","Delivered","On-Time / Early","-2","2235324.67"
"2661","2813","2025-01-20","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-01-26","2025-02-06","2025-02-06","Delivered","On-Time / Early","0","3421441.45"
"2665","2817","2025-09-26","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-10-03","2025-10-10","2025-10-10","Delivered","On-Time / Early","0","2564790.64"
"2666","2818","2025-12-16","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-12-23","2025-12-31","2025-12-29","Delivered","On-Time / Early","-2","3485718.76"
"2674","2828","2025-11-25","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-11-29","2025-12-13","2025-12-12","Delivered","On-Time / Early","-1","1259168.82"
"2679","2833","2025-09-22","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-09-25","2025-10-02","2025-10-08","Delivered","Late","6","1616743.55"
"2695","2850","2026-01-23","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-01-29","2026-02-11","2026-02-09","Delivered","On-Time / Early","-2","3312938.70"
"2699","2854","2025-05-05","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-05-15","2025-05-28","2025-05-27","Delivered","On-Time / Early","-1","1730467.36"
"2701","2856","2025-07-19","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-07-23","2025-07-30","2025-07-30","Delivered","On-Time / Early","0","3535363.76"
"2703","2858","2025-11-19","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-11-21","2025-12-03","2025-12-04","Delivered","Late","1","4012959.40"
"2704","2859","2026-04-01","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-04-07","2026-04-16","2026-04-15","Delivered","On-Time / Early","-1","2125303.62"
"2708","2863","2025-09-08","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-09-10","2025-09-20","2025-09-18","Delivered","On-Time / Early","-2","3888202.42"
"2714","2869","2026-04-27","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-04-30","2026-05-10","2026-05-08","Delivered","On-Time / Early","-2","3348003.44"
"2726","2885","2025-02-12","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-02-18","2025-03-04","2025-03-02","Delivered","On-Time / Early","-2","1756953.34"
"2732","2891","2026-06-05","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-06-12","2026-06-20","2026-06-24","Delivered","Late","4","3913483.90"
"2738","2897","2025-03-30","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-04-06","2025-04-20","2025-04-19","Delivered","On-Time / Early","-1","4446236.03"
"2740","2899","2025-08-16","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-08-20","2025-08-30","2025-08-29","Delivered","On-Time / Early","-1","3294632.35"
"2742","2901","2026-11-20","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-11-23","2026-12-02",\N,"In Transit","Not Delivered",\N,"4849110.77"
"2748","2907","2026-05-12","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-05-18","2026-05-30","2026-05-28","Delivered","On-Time / Early","-2","2200337.06"
"2768","2929","2025-04-03","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-04-05","2025-04-16","2025-04-19","Delivered","Late","3","1641967.57"
"2771","2932","2026-02-10","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-02-16","2026-03-02","2026-03-02","Delivered","On-Time / Early","0","4272899.54"
"2773","2934","2026-07-21","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-07-30","2026-08-07","2026-08-07","Delivered","On-Time / Early","0","3500722.59"
"2774","2935","2025-01-21","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-01-27","2025-02-08","2025-02-06","Delivered","On-Time / Early","-2","3783365.68"
"2777","2938","2025-05-07","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-05-15","2025-05-29","2025-05-27","Delivered","On-Time / Early","-2","1774955.56"
"2778","2939","2025-05-15","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-05-20","2025-05-30","2025-05-30","Delivered","On-Time / Early","0","6431055.36"
"2789","2950","2026-01-17","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-01-23","2026-02-05","2026-02-05","Delivered","On-Time / Early","0","3118435.73"
"2794","2956","2026-09-24","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-10-03","2026-10-16","2026-10-14","Delivered","On-Time / Early","-2","2723879.55"
"2797","2959","2026-02-21","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-02-24","2026-03-03","2026-03-01","Delivered","On-Time / Early","-2","1221527.28"
"2798","2960","2026-07-30","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-08-08","2026-08-19","2026-08-22","Delivered","Late","3","7381559.79"
"2824","2986","2025-01-03","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2025-01-07","2025-01-20","2025-01-19","Delivered","On-Time / Early","-1","3120911.26"
"2828","2990","2026-05-28","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-06-05","2026-06-19","2026-06-17","Delivered","On-Time / Early","-2","2665964.69"
"2829","2991","2026-01-22","Andes Aerospace Manufacturing","Aircraft Manufacturer","Mexico","Latin America","2026-01-30","2026-02-09","2026-02-11","Delivered","Late","2","4691647.41"
"56","61","2025-06-08","SunAfrica Airways","Airline","South Africa","Africa","2025-06-14","2025-06-23","2025-06-22","Delivered","On-Time / Early","-1","622147.37"
"96","102","2026-02-03","SunAfrica Airways","Airline","South Africa","Africa","2026-02-11","2026-02-21","2026-02-20","Delivered","On-Time / Early","-1","195033.04"
"102","108","2026-04-24","SunAfrica Airways","Airline","South Africa","Africa","2026-05-01","2026-05-11","2026-05-10","Delivered","On-Time / Early","-1","230144.74"
"206","219","2026-04-22","SunAfrica Airways","Airline","South Africa","Africa","2026-04-24","2026-05-03","2026-05-05","Delivered","Late","2","173840.15"
"228","243","2026-04-21","SunAfrica Airways","Airline","South Africa","Africa","2026-05-01","2026-05-13","2026-05-15","Delivered","Late","2","124532.22"
"292","309","2026-12-08","SunAfrica Airways","Airline","South Africa","Africa","2026-12-17","2026-12-26","2026-12-25","Delivered","On-Time / Early","-1","693740.47"
"321","338","2026-12-03","SunAfrica Airways","Airline","South Africa","Africa","2026-12-05","2026-12-19",\N,"In Transit","Not Delivered",\N,"124706.91"
"342","361","2025-10-21","SunAfrica Airways","Airline","South Africa","Africa","2025-10-23","2025-11-03","2025-11-01","Delivered","On-Time / Early","-2","132264.15"
"344","363","2025-01-06","SunAfrica Airways","Airline","South Africa","Africa","2025-01-10","2025-01-23","2025-01-23","Delivered","On-Time / Early","0","113546.53"
"438","462","2026-09-19","SunAfrica Airways","Airline","South Africa","Africa","2026-09-22","2026-10-02","2026-10-01","Delivered","On-Time / Early","-1","151552.31"
"439","465","2026-04-16","SunAfrica Airways","Airline","South Africa","Africa","2026-04-23","2026-05-06","2026-05-08","Delivered","Late","2","804397.58"
"458","484","2025-02-08","SunAfrica Airways","Airline","South Africa","Africa","2025-02-11","2025-02-24","2025-02-23","Delivered","On-Time / Early","-1","409421.58"
